Clave,Nombre de la estación,Latitud,Longitud,Altitud,Estado,Municipio,R.H.,Cuenca
B16021,SAN GREGORIO,19.833333,-103.34999999999999,360,Colima,Tecomán,16,
B16022,CALLEJONES,18.800000000000001,-103.625,24,Colima,Tecomán,16,
B16026,EL GRULLO,19.850000000000001,-104.316667,800,Colima,Manzanillo,16,
B16029,TACOTÁN 2,20.024999999999999,-104.325,450,Colima,Comala,16,
B16032,COLIMAN,18.941666999999999,-103.941667,30,Colima,Tecomán,16,
B16034,PEÑITAS,19.316666999999999,-103.816667,450,Colima,Villa de Álvarez,16,
B16035,CALLEJONES,18.800000000000001,-103.625,480,Colima,Cuauhtémoc,16,
B16036,LAS PEÑITAS 2,19.324999999999999,-103.825,450,Colima,Comala,16,
B16038,MADRID,19.126944000000002,-103.884722,200,Colima,Coquimatlán,16,
B10087,TAMAZULA,24.933333000000001,-106.97499999999999,1580,Durango,Tamazula,10,
B10113,LA HUERTA,25.369444000000001,-106.7,1600,Durango,Topia,10,
B11008,SAN FELIPE,24,-104.598889,0,Durango,Durango,11,
B11027,EL SALTITO,23.976666999999999,-104.30166699999999,2538,Durango,Pueblo Nuevo,11,
B11029,CANATLAN,24.513888999999999,-104.783333,1950,Durango,Canatlán,11,
B11040,VICENTE GUERRERO,23.746666999999999,-103.97027799999999,1913,Durango,Vicente Guerrero,11,
B35003,AGUA PUERCA,26.236667000000001,-104.483333,1400,Durango,Mapimí,35,
B36012,SAN JUAN DE GUADALUPE,24.633333,-102.791667,1700,Durango,San Juan de Guadalupe,36,
B36040,LA FLOR,25.091667000000001,-103.325,1270,Durango,General Simón Bolívar,36,
B36044,EL PALMITO 2,25.600000000000001,-105.02500000000001,1600,Durango,Indé,36,
B36067,CAÑON FERNANDEZ 2,25.283332999999999,-103.77500000000001,1200,Durango,Cuencamé,36,
B36071,SARDINAS,26.083333,-105.56999999999999,1639,Durango,San Bernardo,36,
B36074,J. SALOME ACOSTA,25.508333,-103.541667,1670,Durango,Santiago Papasquiaro,36,
B36076,AGUSTIN MELGAR,25.264167,-104.068056,1225,Durango,Nazas,36,
B36090,LOS NARANJOS,24.625,-103.305556,1650,Durango,General Simón Bolívar,36,
B12007,SALAMANCA,20.383333,-101.166667,1721,Guanajuato,Salamanca,12,
B12022,REFORMA NUMERO 1,20.191666999999999,-100.88333299999999,1761,Guanajuato,Santiago Maravatío,12,
B12067,EMENGUARO,20.170832999999998,-100.875,1765,Guanajuato,Salvatierra,12,
B12104,ACAMBARO,20.050000000000001,-100.733333,1850,Guanajuato,Acámbaro,12,
B12238,PERICOS,20.524999999999999,-101.108333,1722,Guanajuato,Salamanca,12,
B12349,SOLIS,20.050000000000001,-100.666667,1884,Guanajuato,Acámbaro,12,
B12350,LA BEGOÑA 2,20.845832999999999,-100.829167,1836,Guanajuato,San Miguel de Allende,12,
B12352,SALAMANCA 2,20.566666999999999,-101.2,1723,Guanajuato,Salamanca,12,
B12376,SALVATIERRA,20.216667000000001,-100.904167,1740,Guanajuato,Salvatierra,12,
B12391,LAS ADJUNTAS,20.679167,-101.854167,1741,Guanajuato,Manuel Doblado,12,
B12394,SANTA JULIA,20.395833,-101.02500000000001,1723,Guanajuato,Jaral del Progreso,12,
B12418,LOS CASTILLOS,21.175000000000001,-101.67916700000001,1874,Guanajuato,León,12,
B12424,PUERTA DEL MONTE,20.264444000000001,-101.033889,1742,Guanajuato,Jaral del Progreso,12,
B12466,JERECUARO,20.141667000000002,-100.522222,1931,Guanajuato,Jerécuaro,12,
B12477,JARAL,20.341667000000001,-101.058333,1726,Guanajuato,Cortázar,12,
B12486,CAPITIRO,20.287500000000001,-101.020833,1734,Guanajuato,Jaral del Progreso,12,
B12493,CASTILLOS,21.191666999999999,-101.666667,1874,Guanajuato,León,12,
B12512,SILAO,20.958333,-101.441667,1782,Guanajuato,Silao de la Victoria,12,
B12535,CINCO SEÑORES,20.958333,-100.916667,1808,Guanajuato,San Miguel de Allende,12,
B12611,HACIENDA DE SANCHEZ,20.220832999999999,-100.90000000000001,1768,Guanajuato,Salvatierra,12,
B12627,PASARELA SOLIS,20.050000000000001,-100.666667,1888,Guanajuato,Acámbaro,12,
B12674,LA TRINIDAD,20.666667,-101.3125,1732,Guanajuato,Irapuato,12,
B12715,PUENTE DOLORES,21.166944000000001,-100.899722,1837,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,12,
B12717,EL CHAPIN,20.871389000000001,-101.235556,1860,Guanajuato,Guanajuato,12,
B12718,AMECHE,20.558333000000001,-100.58750000000001,1786,Guanajuato,Apaseo el Grande,12,
B12719,TRES GUERRAS,20.520833,-100.772222,0,Guanajuato,Celaya,12,
B12720,SAN NICOLÁS 3,20.202221999999999,-100.889444,1758,Guanajuato,Salvatierra,12,
B12728,TEPALCATES,20.740278,-101.370833,1770,Guanajuato,Irapuato,12,
B12759,EL CUBO,20.280277999999999,-100.899444,1740,Guanajuato,Salvatierra,12,
B12908,ARANDAS,20.712499999999999,-101.370833,1740,Guanajuato,Irapuato,12,
B12930,EL BARRIAL,21.050000000000001,-101.833333,2043,Guanajuato,San Francisco del Rincón,12,
B18311,EL GALLO,18.6875,-100.680556,0,Guerrero,Cutzamala de Pinzón,18,
B18329,PINZAN MORADO,18.160556,-100.8875,0,Guerrero,Coyuca de Catalán,18,
B18375,LA CALERA,18.429167,-100.99722199999999,0,Guerrero,Zirándaro,18,
B18436,ATENANGO DEL RIO,18.112500000000001,-99.108333000000002,0,Guerrero,Atenango del Río,18,
B18439,SAN JUAN TETELCINGO,17.916667,-99.520832999999996,0,Guerrero,Mártir de Cuilapan,18,
B18440,PAPALUTLA,18.016667000000002,-98.900000000000006,0,Guerrero,Copalillo,18,
B18581,HUITZUCO,18.302222,-99.332778000000005,975,Guerrero,Huitzuco de los Figueroa,18,
B18584,ANDRES FIGUEROA,18.073333000000002,-100.51138899999999,0,Guerrero,Ajuchitlán del Progreso,18,
B19002,COYUCA DE BENITEZ,17.004166999999999,-100.095833,0,Guerrero,Coyuca de Benítez,19,
B19003,COYUQUILLA,17.375,-101.058333,65,Guerrero,Petatlán,19,
B19006,SAN LUIS,17.270833,-100.891667,0,Guerrero,Petatlán,19,
B19008,KM. 21 +000,16.941666999999999,-99.793056000000007,0,Guerrero,Acapulco de Juárez,19,
B19009,PETATLAN,17.536110999999998,-101.283333,0,Guerrero,Petatlán,19,
B19013,SAN JERONIMO,17.141667000000002,-100.466667,20,Guerrero,Benito Juárez,19,
B19014,SAN JERONIMITO,17.558333000000001,-101.341667,20,Guerrero,Petatlán,19,
B19016,LA UNION,17.991667,-101.82083299999999,60,Guerrero,La Unión de Isidoro Montes de Oca,19,
B20022,SAN CRISTOBAL,17.279167000000001,-99.941666999999995,900,Guerrero,Chilpancingo de los Bravo,20,
B20024,EL TOMATAL 2 Y 3,16.494167000000001,-98.112499999999997,80,Guerrero,Cuajinicuilapa,20,
B20049,PRESA REVOLUCION MEXICANA,16.800000000000001,-99.200000000000003,0,Guerrero,Tecoanapa,20,
B18380,LA LAGUNA,17.383333,-98.029167000000001,2050,Hidalgo,Acaxochitlán,27,
B26137,IXMIQUILPAN A,20.462499999999999,-99.226388999999998,1700,Hidalgo,Ixmiquilpan,26,
B26282,EL ALAMO,20.512499999999999,-98.625,1380,Hidalgo,San Agustín Metzquititlán,26,
B26294,EL ALAMO,20.512499999999999,-98.625,1380,Hidalgo,San Agustín Metzquititlán,26,
B26295,EL ALAMO,20.512499999999999,-98.625,1380,Hidalgo,San Agustín Metzquititlán,26,
B26406,IXMIQUILPAN 2,20.481943999999999,-99.220832999999999,1700,Hidalgo,Ixmiquilpan,26,
B26461,SAN FELIPE ORIZATLAN,21.166667,-98.599999999999994,2370,Hidalgo,San Felipe Orizatlán,26,
B26464,ATLAPEXCO,21.016667000000002,-98.333332999999996,0,Hidalgo,Atlapexco,26,
B26470,SAN FELIPE ORIZATLAN,21.173888999999999,-98.600555999999997,160,Hidalgo,San Felipe Orizatlán,26,
B26807,TULANCINGO,20.083333,-98.369444000000001,2222,Hidalgo,Tulancingo de Bravo,26,
B37012,TULA,23.001389,-99.712500000000006,0,Hidalgo,Tula de Allende,26,
B12128,CORONA,20.404167000000001,-103.083333,1521,Jalisco,Chapala,12,
B12278,ATOYAC,20.016667000000002,-103.483333,1373,Jalisco,Atoyac,12,
B12280,TUNEL NUMERO 2,22.234722000000001,-102.442778,2094,Jalisco,Jalostotitlán,12,
B12288,ZAPOTLANEJO,20.404167000000001,-103.08750000000001,1521,Jalisco,Chapala,12,
B12358,AJOJUCAR,21.541667,-102.44027800000001,1751,Jalisco,Teocaltiche,12,
B12359,EL SALTO,20.526389000000002,-103.168611,0,Jalisco,Mexticacán,12,
B12370,SAN GASPAR,21.284721999999999,-102.49722199999999,1740,Jalisco,Jalostotitlán,12,
B12382,PASO DEL SABINO,21.316666999999999,-102.538889,1699,Jalisco,Teocaltiche,12,
B12422,CUARENTA 2,21.488889,-101.75277800000001,1998,Jalisco,Lagos de Moreno,12,
B12428,BOLAÑOS,21.824999999999999,-103.783333,916,Jalisco,Bolaños,12,
B12438,LA YESCA,21.193055999999999,-104.090278,420,Jalisco,Tequila,12,
B12441,LA BOQUILLA,21.058333000000001,-103.397222,0,Jalisco,San Cristóbal de la Barranca,12,
B12454,LAGOS,21.362500000000001,-101.913889,1942,Jalisco,Lagos de Moreno,12,
B12469,CUIXTLA,21.051389,-103.441667,816,Jalisco,San Cristóbal de la Barranca,12,
B12476,KM. 0 +340,21.481943999999999,-101.74166700000001,0,Jalisco,Lagos de Moreno,12,
B12485,EL ZAPOTE,22.065556000000001,-103.398611,1458,Jalisco,Totatiche,12,
B12489,TEOCALTICHE,21.441666999999999,-102.58,0,Jalisco,Teocaltiche,12,
B12504,LA CUÑA,21.004166999999999,-102.833056,1700,Jalisco,Yahualica de González Gallo,12,
B12521,SANTA ROSA 2,20.922222000000001,-103.726389,740,Jalisco,Amatitán,12,
B12532,SAN CRISTOBAL 2,21.038889000000001,-103.42916700000001,816,Jalisco,San Cristóbal de la Barranca,12,
B12541,LA RED,20.719443999999999,-102.79861099999999,1758,Jalisco,Acatic,12,
B12557,CUQUIO,20.973610999999998,-103.033333,1799,Jalisco,Cuquío,12,
B12572,LA EXPERIENCIA,20.730556,-103.33194399999999,1550,Jalisco,Guadalajara,12,
B12573,LA EXPERIENCIA,20.729167,-103.329167,1580,Jalisco,Guadalajara,12,
B12579,EL PINITO,22.608889000000001,-103.94194400000001,1858,Jalisco,Huejuquilla el Alto,12,
B12585,CALERITA,21.475000000000001,-102.593056,0,Jalisco,Teocaltiche,12,
B12589,HUASCATO,20.483332999999998,-102.254167,1619,Jalisco,Jesús María,12,
B12628,LA BOQUILLA,21.058333000000001,-103.397222,0,Jalisco,San Cristóbal de la Barranca,12,
B12711,EL MEZQUITE,20.34,-102.24638899999999,0,Jalisco,Ayotlán,12,
B12730,ATEQUIZA,20.404167000000001,-103.08750000000001,1528,Jalisco,Chapala,12,
B12749,ATEQUIZA 2,20.398333000000001,-103.094444,1521,Jalisco,Chapala,12,
B12764,ATEMAJAC,20.723056,-102.34,2350,Jalisco,Guadalajara,12,
B12765,SAN ANDRES,20.715,-103.281667,0,Jalisco,Guadalajara,12,
B12767,LA SAUCEDA,21.351389000000001,-101.851111,1940,Jalisco,Lagos de Moreno,12,
B12774,AHUETITA,21.398610999999999,-103.647778,1711,Jalisco,Tequila,12,
B12778,TENZOMPA,22.376111000000002,-103.92444399999999,1700,Jalisco,Huejuquilla el Alto,12,
B12781,PRESA MOCHA,21.449999999999999,-101.683333,0,Jalisco,Lagos de Moreno,12,
B12791,BOCAS,22.416667,-103.72583299999999,1743,Jalisco,Mezquitic,12,
B12929,EL BARRIAL,21.050000000000001,-101.983333,1736,Jalisco,Unión de San Antonio,12,
B12937,ZULA,20.399722000000001,-102.716667,0,Jalisco,Ocotlán,12,
B12938,MALTARAÑA,20.300000000000001,-102.666667,0,Jalisco,Jamay,12,
B12939,EL PURGATORIO,20.800000000000001,-103.25,0,Jalisco,Ixtlahuacán del Río,12,
B12943,KM. 0+710 (EXTRACCIONES),19.608332999999998,-104.52500000000001,490,Jalisco,Casimiro Castillo,12,
B13004,EL CUALE,20.596388999999999,-105.219722,0,Jalisco,Puerto Vallarta,13,
B14005,PALO VERDE,20.766389,-103.95,0,Jalisco,Etzatlán,14,
B14008,LA DESEMBOCADA,20.733332999999998,-105.158333,250,Jalisco,Puerto Vallarta,14,
B14009,LA VEGA,20.583333,-103.86666700000001,0,Jalisco,Mixtlán,14,
B14010,PUENTE AMECA,20.550000000000001,-104.05,0,Jalisco,Ameca,14,
B14011,PUENTE FF. CC. 2,20.591667000000001,-103.858333,500,Jalisco,La Huerta,14,
B14013,CORRINCHIS,20.475000000000001,-104.77500000000001,0,Jalisco,Atemajac de Brizuela,14,
B14015,LA VEGA,20.591667000000001,-103.84999999999999,0,Jalisco,Tala,14,
B14016,LA VEGA,20.583333,-103.86666700000001,1521,Jalisco,Cocula,14,
B14017,EL SALITRE,20.533332999999999,-103.86666700000001,1606,Jalisco,Atotonilco el Alto,14,
B14018,SAN MARTIN HIDALGO,20.441666999999999,-103.941667,1373,Jalisco,Zacoalco de Torres,14,
B14020,SAN JUANITO,20.800000000000001,-104.00833299999999,0,Jalisco,San Juanito de Escobedo,14,
B14025,LA VEGA 2,20.591667000000001,-103.84999999999999,1480,Jalisco,Teuchitlán,14,
B14027,LAS GAVIOTAS,19.616667,-104.45,450,Jalisco,Casimiro Castillo,14,
B14028,LAS GAVIOTAS,19.233332999999998,-104.566667,13,Jalisco,Cihuatlán,14,
B14029,CORRINCHIS 2,20.475000000000001,-104.77500000000001,2126,Jalisco,Concepción de Buenos Aires,14,
B14030,KM. 0 +490,20.5,-104.75,0,Jalisco,Mascota,14,
B14031,EL RODEO,20.251667000000001,-104.58750000000001,1320,Jalisco,Ayutla,14,
B15001,CIHUATLAN,19.241667,-104.566667,10,Jalisco,Cihuatlán,15,
B15002,EL CHIFLON,19.627777999999999,-104.555278,490,Jalisco,Casimiro Castillo,15,
B15008,CIHUATLAN,19.233332999999998,-104.566667,10,Jalisco,Cihuatlán,15,
B15009,LA ZOPILOTA,19.600000000000001,-104.49166700000001,405,Jalisco,Casimiro Castillo,15,
B15010,TECOMATES,19.558333000000001,-104.5,405,Jalisco,Casimiro Castillo,15,
B15011,CIHUATLAN,19.25,-104.566667,10,Jalisco,Cihuatlán,15,
B15020,KM. 5 +596,20.016389,-105.2,0,Jalisco,Tomatlán,15,
B16020,EL NOGAL,19.891667000000002,-103.8,1828,Jalisco,Tapalpa,16,
B16031,CANOAS,19.524999999999999,-103.88333299999999,760,Jalisco,Tolimán,16,
B16055,EL GUAYABO,19.016389,-103.383056,1820,Jalisco,Pihuamo,16,
B18129,LOS GRANJENOS,19.93,-102.879167,1805,Jalisco,Quitupan,18,
B18534,LOS OLIVOS,19.216388999999999,-102.883056,0,Jalisco,Jilotlán de los Dolores,18,
B12374,LA Y,19.406110999999999,-99.589444,2566,México,Otzolotepec,12,
B12377,OTZOLOTEPEC,19.399999999999999,-99.576389000000006,2568,México,Otzolotepec,12,
B12392,PUENTE MEXTEPEC,19.649999999999999,-99.941666999999995,2560,México,San Felipe del Progreso,12,
B12402,KM. 0 +262,19.659721999999999,-99.951943999999997,0,México,San Felipe del Progreso,12,
B12423,PUENTE ATLACOMULCO,19.788889000000001,-99.893056000000001,2496,México,Atlacomulco,12,
B12534,ATOTONILCO 2,19.452777999999999,-99.776388999999995,0,México,Almoloya de Juárez,12,
B12539,SAN BERNABE,19.472778000000002,-99.719999999999999,2571,México,Temoaya,12,
B12543,CALIXTLAHUACA,19.338889000000002,-99.6875,2635,México,Toluca,12,
B12568,EL TEJOCOTE,19.856110999999999,-99.910278000000005,2431,México,Atlacomulco,12,
B12574,LOS VELAZQUEZ,19.419443999999999,-99.866667000000007,2559,México,Villa Victoria,12,
B12578,PUENTE LOS VELASQUEZ,19.424167000000001,-99.868055999999996,2557,México,Villa Victoria,12,
B12581,SAN BARTOLO DEL LLANO,19.600000000000001,-99.709721999999999,2547,México,Jiquipilco,12,
B12592,SANTA MARIA DEL LLANO,19.633333,-99.722222000000002,2527,México,Ixtlahuaca,12,
B12655,ATOTONILCO I,19.443611000000001,-99.773611000000002,2570,México,Almoloya de Juárez,12,
B12729,TROJES,19.428332999999999,-99.611943999999994,2577,México,Temoaya,12,
B12741,LA LOMA,19.288333000000002,-99.556667000000004,2570,México,Lerma,12,
B12751,TLACOPA NUMERO 1,19.317499999999999,-99.633332999999993,2600,México,Toluca,12,
B12752,TLACOPA NUMERO 2,19.317499999999999,-99.633332999999993,2600,México,Toluca,12,
B12753,TLACOPA NUMERO 3,19.317499999999999,-93.633332999999993,2600,México,Toluca,12,
B12789,PRESA SALAZAR SALIDAS,19.305,-99.390556000000004,2989,México,Ocoyoacac,12,
B12926,IXTLAHUACA,19.567499999999999,-99.769443999999993,2544,México,Ixtlahuaca,12,
B12928,TRES BARRANCAS,19.333333,-99.799999999999997,0,México,Almoloya de Juárez,12,
B18291,A-10 TEXCALTITLAN,18.929167,-99.941666999999995,1347,México,Almoloya de Alquisiras,18,
B18294,A-8 TOTOLMAJAC,18.933333000000001,-99.683333000000005,2070,México,Villa Guerrero,18,
B18295,A-9 EL MOLINO,18.916667,-99.820832999999993,2090,México,Coatepec Harinas,18,
B18372,COATEPEQUITO,18.741667,-99.566666999999995,1550,México,Zumpahuacán,18,
B18521,PRESA VALLE DE BRAVO,19.207778000000001,-100.18083300000001,0,México,Valle de Bravo,18,
B18540,TEMASCALTEPEC,19.037777999999999,-100.065833,1700,México,Temascaltepec,18,
B18554,EL MIRADOR,18.806111000000001,-99.766666999999998,1720,México,Coatepec Harinas,18,
B18556,MEYUCA,18.864722,-99.781666999999999,1850,México,Coatepec Harinas,18,
B26020,TAXHIE,20.225000000000001,-99.900000000000006,2220,México,Aculco,26,
B26032,MOLINO BLANCO,19.477499999999999,-99.220832999999999,2326,México,Naucalpan de Juárez,26,
B26039,KM. 6 + 250  ( ANTES KM. 6 + 500 ),19.476666999999999,-99.091389000000007,0,México,Nezahualcóyotl,26,
B26054,SAN JUAN IXHUATEPEC,19.520833,-99.118611000000001,2240,México,Tlalnepantla de Baz,26,
B26057,TOTOLICA,19.465278000000001,-99.244444000000001,2325,México,Naucalpan de Juárez,26,
B26170,SAN ILDEFONSO,20.208333,-99.966667000000001,0,México,Aculco,26,
B26183,CHAPINGO,19.485278000000001,-98.884721999999996,2250,México,Texcoco,26,
B26184,SAN ANDRES,19.529167000000001,-98.912499999999994,2268,México,Texcoco,26,
B26193,LA GRANDE,19.579167000000002,-98.916667000000004,0,México,Tezoyuca,26,
B26194,TEPEXPAN,19.611388999999999,-98.920277999999996,0,México,Acolman,26,
B26257,CALACOAYA,19.525832999999999,-99.250556000000003,0,México,Tlalnepantla de Baz,26,
B26274,SAN MATEO,19.476944,-98.877778000000006,0,México,Texcoco,26,
B26298,PRESA GUADALUPE,19.633333,-99.25,2290,México,Cuautitlán Izcalli,,
B26309,SAN LUIS AMECA 2,19.183889000000001,-99.870000000000005,0,México,Temamatla,26,
B26313,KM. 27 + 250  ( ANTES KM. 27 + 000 ),19.641389,-99.053611000000004,2250,México,Ecatepec de Morelos,26,
B26320,TEPETITLAN,20.161110999999998,-99.359722000000005,2584,México,San Felipe del Progreso,26,
B26346,PUENTE COLGANTE,19.763888999999999,-99.185000000000002,0,México,Teoloyucan,26,
B26352,LAS ARBOLEDAS,19.562778000000002,-99.215833000000003,2280,México,Atizapán de Zaragoza,26,
B26354,SAN LORENZO,19.712499999999999,-99.195832999999993,0,México,Cuautitlán,26,
B26357,SAN MARTIN KM. 13 +521,19.616667,-99.191666999999995,2253,México,Cuautitlán Izcalli,26,
B26439,CALACOAYA 3,19.524999999999999,-99.255278000000004,0,México,Tlalnepantla de Baz,26,
B26442,Santa Cruz,19.504166999999999,-99.221666999999997,0,México,Tlalnepantla de Baz,26,
B26457,PRESA ITURBIDE,19.529167000000001,-99.465000000000003,0,México,Isidro Fabela,26,
B26520,SAN ANDRES ATENCO,19.530556000000001,-98.910278000000005,0,México,Texcoco,26,
B26984,CALACOAYA 2,19.449999999999999,-99.241667000000007,0,México,Tlalnepantla de Baz,26,
B27011,SAN NICOLAS,20.013888999999999,-97.916667000000004,0,México,Axapusco,27,
B27075,SAN JOAQUIN,19.815000000000001,-97.123333000000002,0,México,Naucalpan de Juárez,26,
B12014,PASARELA VILLA JIMENEZ,19.916667,-101.745833,1971,Michoacán de Ocampo,Jiménez,12,
B12034,MARAVATIO,20.198333000000002,-100.904167,2024,Michoacán de Ocampo,Maravatío,12,
B12093,ZINZIMEO,19.870833000000001,-100.976389,0,Michoacán de Ocampo,Tzitzio,12,
B12095,YURECUARO,20.341667000000001,-102.270833,1537,Michoacán de Ocampo,Yurécuaro,12,
B12209,EL TAMBOR,19.994444000000001,-100.2375,0,Michoacán de Ocampo,Contepec,12,
B12219,COINTZIO,19.641667000000002,-101.25833299999999,2096,Michoacán de Ocampo,Morelia,12,
B12221,ATAPANEO,19.725000000000001,-101.176389,0,Michoacán de Ocampo,Morelia,12,
B12233,CORRALES,20.195833,-101.80416700000001,1693,Michoacán de Ocampo,Penjamillo,12,
B12277,SAN BARTOLO,19.815277999999999,-101.011111,1858,Michoacán de Ocampo,Álvaro Obregón,12,
B12283,ZACAPENDO,19.815277999999999,-101.004167,1858,Michoacán de Ocampo,Indaparapeo,12,
B12310,LA ESTANZUELA,20.116667,-102.370833,1551,Michoacán de Ocampo,Ixtlán,12,
B12312,COINTZIO,19.637499999999999,-101.256944,1884,Michoacán de Ocampo,Morelia,12,
B12314,QUERENDARO,19.811667,-100.889444,1862,Michoacán de Ocampo,Queréndaro,12,
B12328,GUARACHA,19.958333,-102.579167,0,Michoacán de Ocampo,Jiquilpan,12,
B12338,SAN ANTONIO GUARACHA,19.945833,-102.558333,0,Michoacán de Ocampo,Villamar,12,
B12341,SALIDA TUNEL,19.633333,-101.25916700000001,1956,Michoacán de Ocampo,Morelia,12,
B12344,PLATANAL,19.941666999999999,-102.25833299999999,1586,Michoacán de Ocampo,Tangancícuaro,12,
B12365,EL SALTO,19.637499999999999,-101.259722,1955,Michoacán de Ocampo,Morelia,12,
B12379,JACONA,19.983332999999998,-102.30416700000001,0,Michoacán de Ocampo,Zamora,12,
B12390,CAMECUARO,19.916667,-102.21250000000001,93,Michoacán de Ocampo,Tangancícuaro,12,
B12395,UREPETIRO,19.975000000000001,-102.1375,1807,Michoacán de Ocampo,Tlazazalca,12,
B12397,CAMECUARO,19.916667,-102.216667,0,Michoacán de Ocampo,Tangancícuaro,12,
B12408,EL AGUILA,19.979167,-102.25833299999999,0,Michoacán de Ocampo,Zamora,12,
B12409,CHAPARACO,19.970832999999999,-102.266667,1632,Michoacán de Ocampo,Zamora,12,
B12412,JARIPO,19.958333,-102.59999999999999,0,Michoacán de Ocampo,Villamar,12,
B12439,ORANDINO 2,19.966667000000001,-102.329167,0,Michoacán de Ocampo,Jacona,12,
B12471,SAN CRISTOBAL,21.048611000000001,-103.443056,1561,Michoacán de Ocampo,Vista Hermosa,12,
B12494,PLANTA POTABILIZADORA,19.676389,-101.1875,0,Michoacán de Ocampo,Morelia,12,
B12511,ORANDINO,19.966667000000001,-102.325,1647,Michoacán de Ocampo,Jacona,12,
B12533,UREPETIRO 2,19.949999999999999,-102.154167,0,Michoacán de Ocampo,Tangancícuaro,12,
B12560,XOCONOLE,19.801943999999999,-101.00833299999999,0,Michoacán de Ocampo,Álvaro Obregón,12,
B12588,EL PLAN,19.819444000000001,-101.011111,1823,Michoacán de Ocampo,Álvaro Obregón,12,
B12609,UREPETIRO,19.949999999999999,-102.154167,0,Michoacán de Ocampo,Tangancícuaro,12,
B12664,EL GIGANTE,19.966667000000001,-100.45,1961,Michoacán de Ocampo,Maravatío,12,
B12710,YURÉCUARO 2,20.333333,-102.252222,1534,Michoacán de Ocampo,Yurécuaro,12,
B12712,EL ZAPOTE,20.336110999999999,-102.24888900000001,0,Michoacán de Ocampo,Yurécuaro,12,
B12713,ANGAMACUTIRO 2,20.137499999999999,-101.708333,0,Michoacán de Ocampo,Angamacutiro,12,
B12750,UREPETIRO,19.949999999999999,-102.154167,0,Michoacán de Ocampo,Tangancícuaro,12,
B12755,ANGAMACUTIRO 2,20.133333,-101.704167,0,Michoacán de Ocampo,Angamacutiro,12,
B12756,ANGAMACUTIRO 2,20.133333,-101.704167,0,Michoacán de Ocampo,Angamacutiro,12,
B12932,ZINZIMEO,19.825555999999999,-101.00833299999999,1858,Michoacán de Ocampo,Álvaro Obregón,12,
B16014,QUITO 2,19.524999999999999,-103.416667,1708,Michoacán de Ocampo,Tangancícuaro,16,
B16017,LAS CONCHAS,18.858332999999998,-103.641667,1694,Michoacán de Ocampo,José Sixto Verduzco,16,
B16024,EL CORCOVADO,19.841667000000001,-104.291667,1693,Michoacán de Ocampo,Penjamillo,16,
B16027,EL GRULLO,19.850000000000001,-104.283333,1831,Michoacán de Ocampo,Copándaro,16,
B16030,TACOTAN D. A.,20.033332999999999,-104.316667,1523,Michoacán de Ocampo,Briseñas,16,
B16033,EL ROSARIO,19.666667,-103.99166700000001,2415,Michoacán de Ocampo,Senguio,16,
B16040,LAS PIEDRAS,19.908332999999999,-104.075,1961,Michoacán de Ocampo,Maravatío,16,
B16050,PASO DEL RIO,18.958333,-103.95,1950,Michoacán de Ocampo,Huaniqueo,16,
B16052,JALA,19.921111,-100.862222,1830,Michoacán de Ocampo,Zinapécuaro,16,
B16057,CALLEJONES,18.833333,-103.619167,24,Michoacán de Ocampo,Coahuayana,16,
B16061,EL CORCOVADO,19.850833000000002,-104.283056,2078,Michoacán de Ocampo,Maravatío,16,
B18231,TIQUICHEO,18.901389000000002,-100.71388899999999,0,Michoacán de Ocampo,Tiquicheo de Nicolás Romero,18,
B18420,CORONDIRO,18.987500000000001,-102.12,0,Michoacán de Ocampo,Múgica,18,
B18421,CORONDIRO,18.987500000000001,-102.11666700000001,0,Michoacán de Ocampo,Múgica,18,
B18425,PARACUARO NUMERO 2,19.148610999999999,-102.219444,0,Michoacán de Ocampo,Parácuaro,18,
B18426,PARACUARO NUMERO 3,19.147221999999999,-102.226389,0,Michoacán de Ocampo,Parácuaro,18,
B18427,PARACUARO NUMERO 4,19.151667,-102.22499999999999,0,Michoacán de Ocampo,Parácuaro,18,
B18428,PARACUARO NUMERO 5,19.151389000000002,-102.22499999999999,0,Michoacán de Ocampo,Parácuaro,18,
B18429,PARACUARO NUMERO 6,19.151667,-102.22499999999999,0,Michoacán de Ocampo,Parácuaro,18,
B18454,ZICUIRAN,18.936111,-101.927778,288,Michoacán de Ocampo,La Huacana,18,
B18455,TAMACUARO,19.138888999999999,-101.99722199999999,0,Michoacán de Ocampo,Gabriel Zamora,18,
B18460,RIO CHIQUITO,19.573611,-100.46250000000001,0,Michoacán de Ocampo,Tuxpan,26,
B18471,KM. 4+200,19.524999999999999,-100.479167,0,Michoacán de Ocampo,Tuxpan,26,
B18487,LOS PINZANES,18.545832999999998,-101.118056,0,Michoacán de Ocampo,Huetamo,18,
B18494,LOS PANCHES,18.886111,-102.22666700000001,0,Michoacán de Ocampo,Aguililla,18,
B18495,LA PASTORIA,18.927778,-102.056944,0,Michoacán de Ocampo,La Huacana,18,
