COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 01/05/2026 

DATOS DISPONIBLES EN LA BASE DE DATOS A: MAY DE 2026; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 30365 
 NOMBRE    : ZACUALPAN 
 ESTADO    : VERACRUZ DE IGNACIO DE LA LLAVE 
 MUNICIPIO : ZACUALPAN 
 SITUACIÓN : SUSPENDIDA 
 CVE-OMM   :   
 LATITUD   : 20.43055556 ° 
 LONGITUD  : -98.35277778 ° 
 ALTITUD   : 1625 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1982-06-17	0	NULO	NULO	NULO
1988-06-24	12.1	NULO	22	14.5
1988-06-25	2	NULO	21.5	13
1988-06-26	0	NULO	23	15.5
1988-06-27	0	NULO	21.5	14.5
1988-06-28	0	NULO	23	13
1988-06-29	10.2	NULO	22.5	14
1988-06-30	15.9	NULO	23	12.5
1988-07-01	18.9	NULO	25	11.5
1988-07-02	17.1	NULO	24	12.5
1988-07-03	14.7	NULO	25	13
1988-07-04	9.3	NULO	23.5	15
1988-07-05	13.5	NULO	22	12.5
1988-07-06	18.1	NULO	23	11.5
1988-07-07	0.9	NULO	23.5	13
1988-07-08	0	NULO	22	12.5
1988-07-09	0	NULO	23	14
1988-07-10	0	NULO	24.5	12.5
1988-07-11	0	NULO	23.5	13.5
1988-07-12	19.3	NULO	24	13
1988-07-13	29.2	NULO	23.5	14
1988-07-14	43.5	NULO	22	12.5
1988-07-15	38.7	NULO	21	12
1988-07-16	19.8	NULO	21.5	13
1988-07-17	9.4	NULO	22.5	11.5
1988-07-18	11.6	NULO	23.5	13
1988-07-19	10.2	NULO	22	12.5
1988-07-20	9.9	NULO	21	11.5
1988-07-21	37.1	NULO	20	12
1988-07-22	8.8	NULO	22	13.5
1988-07-23	16.3	NULO	21.5	11
1988-07-24	9.6	NULO	22.5	10.5
1988-07-25	8.1	NULO	22	11.5
1988-07-26	13.7	NULO	23	12
1988-07-27	11.9	NULO	22	11
1988-07-28	14.3	NULO	23.5	11.5
1988-07-29	22.6	NULO	22.5	12.5
1988-07-30	19.8	NULO	21	13
1988-07-31	8.3	NULO	22	12.5
1988-08-01	11.6	NULO	23	11
1988-08-02	17.3	NULO	23	12
1988-08-03	22.9	NULO	22	13.5
1988-08-04	12.8	NULO	21.5	13
1988-08-05	5.1	NULO	23	10.5
1988-08-06	22.1	NULO	23.5	11.5
1988-08-07	26.6	NULO	22	13
1988-08-08	35.7	NULO	22.5	12
1988-08-09	20.8	NULO	23.5	12.5
1988-08-10	11.4	NULO	23	11.5
1988-08-11	10	NULO	22	12
1988-08-12	24.7	NULO	21	13
1988-08-13	18.2	NULO	21.5	13
1988-08-14	29	NULO	20	12.5
1988-08-15	33.7	NULO	21.5	13.5
1988-08-16	27.1	NULO	20.5	14
1988-08-17	36.3	NULO	19	12.5
1988-08-18	13.6	NULO	21	13
1988-08-19	15.4	NULO	20.5	12
1988-08-20	6.1	NULO	21.5	11.5
1988-08-21	9.8	NULO	22	13
1988-08-22	5.9	NULO	23.5	14
1988-08-23	4.6	NULO	21.5	13.5
1988-08-24	5.8	NULO	22.5	12
1988-08-25	0	NULO	23.5	13.5
1988-08-26	0	NULO	22.5	14
1988-08-27	0	NULO	24	13
1988-08-28	4.7	NULO	22.5	13
1988-08-29	36.2	NULO	23	12.5
1988-08-30	28.9	NULO	22	11.5
1988-08-31	38.3	NULO	21.5	10
1988-09-01	57.6	NULO	20	9
1988-09-02	78.5	NULO	19.5	10.5
1988-09-03	63.1	NULO	20.5	9.5
1988-09-04	52.3	NULO	20	11
1988-09-05	38.7	NULO	21	9
1988-09-06	0	NULO	20	9.5
1988-09-07	0	NULO	21.5	8.5
1988-09-08	0	NULO	23	5
1988-09-09	0	NULO	22	7
1988-09-10	0	NULO	22.5	7.5
1988-09-11	0	NULO	21	6
1988-09-12	2.4	NULO	20.5	10
1988-09-13	10.2	NULO	21	9.5
1988-09-14	3.9	NULO	21	11.5
1988-09-15	0	NULO	22	11
1988-09-16	0	NULO	21.5	12.5
1988-09-17	0	NULO	22.5	11.5
1988-09-18	4.6	NULO	23	12.5
1988-09-19	3	NULO	22.5	13
1988-09-20	2.4	NULO	22	12
1988-09-21	5.8	NULO	21.5	12.5
1988-09-22	8.3	NULO	23.5	11.5
1988-09-23	12.7	NULO	22	12
1988-09-24	9.2	NULO	21.5	11.5
1988-09-25	16.3	NULO	23	13.5
1988-09-26	8.1	NULO	21.5	12
1988-09-27	11.4	NULO	22	11
1988-09-28	12.6	NULO	23.5	11.5
1988-09-29	0	NULO	23	10.5
1988-09-30	0	NULO	24	12
1988-10-01	3.9	NULO	22	14
1988-10-02	27.8	NULO	21	12.5
1988-10-03	19.3	NULO	20.5	7.5
1988-10-04	30.1	NULO	19.5	8
1988-10-05	1.7	NULO	15	9
1988-10-06	3.4	NULO	16	3.5
1988-10-07	3.1	NULO	14.5	4.5
1988-10-08	0	NULO	15	7
1988-10-09	4.2	NULO	21	7.5
1988-10-10	9.3	NULO	21.5	9.5
1988-10-11	6.8	NULO	20.5	11
1988-10-12	1.2	NULO	21.5	9
1988-10-13	13	NULO	22	8
1988-10-14	8.9	NULO	21.5	8.5
1988-10-15	10.5	NULO	22.5	9.5
1988-10-16	7.2	NULO	20	7.5
1988-10-17	0	NULO	19.5	9
1988-10-18	0	NULO	20.5	8
1988-10-19	0	NULO	18.5	8.5
1988-10-20	6.8	NULO	22.5	9.5
1988-10-21	5.3	NULO	22	10
1988-10-22	10.1	NULO	25.5	8.5
1988-10-23	1.1	NULO	24	9
1988-10-24	0	NULO	23	10.5
1988-10-25	0	NULO	23.5	9
1988-10-26	0	NULO	24.5	9.5
1988-10-27	0	NULO	24	8.5
1988-10-28	10.3	NULO	22.5	9
1988-10-29	16.1	NULO	23	10
1988-10-30	12.8	NULO	22	9.5
1988-10-31	27.6	NULO	23	8.5
1988-11-01	0	NULO	22.5	10
1988-11-02	0	NULO	22	9.5
1988-11-03	0	NULO	23	6
1988-11-04	0	NULO	25.5	8
1988-11-05	0	NULO	24.5	5.5
1988-11-06	0	NULO	26.5	6.5
1988-11-07	0	NULO	25.5	4.5
1988-11-08	0	NULO	26	6
1988-11-09	0	NULO	24	7
1988-11-10	0	NULO	23.5	6.5
1988-11-11	0	NULO	25	5.5
1988-11-12	0	NULO	24.5	6
1988-11-13	0	NULO	23	5
1988-11-14	0	NULO	24.5	6.5
1988-11-15	0	NULO	23.5	7
1988-11-16	0	NULO	25	8.5
1988-11-17	0	NULO	24	10.5
1988-11-18	0	NULO	24.5	8
1988-11-19	0	NULO	22.5	9
1988-11-20	0	NULO	22	6
1988-11-21	0	NULO	23	5
1988-11-22	0	NULO	23.5	7
1988-11-23	0	NULO	22.5	6.5
1988-11-24	0	NULO	24	5
1988-11-25	0	NULO	25	6
1988-11-26	0	NULO	23.5	8
1988-11-27	1.2	NULO	22	4.5
1988-11-28	3.7	NULO	24.5	4
1988-11-29	0	NULO	24	7
1988-11-30	9.4	NULO	16	5.5
1988-12-01	14	NULO	14	4
1988-12-02	16.3	NULO	14.5	3.5
1988-12-03	9.1	NULO	15.5	7.5
1988-12-04	7.8	NULO	14	7
1988-12-05	18.3	NULO	16	6
1988-12-06	0	NULO	17.5	7
1988-12-07	0	NULO	16.5	6.5
1988-12-08	0	NULO	17	8
1988-12-09	0	NULO	20	5.5
1988-12-10	0	NULO	22.5	8
1988-12-11	5.3	NULO	18.5	7.5
1988-12-12	4.9	NULO	20	4
1988-12-13	0.8	NULO	22.5	5
1988-12-14	0	NULO	23.5	4.5
1988-12-15	4.6	NULO	20	6
1988-12-16	3.9	NULO	19.5	3.5
1988-12-17	0	NULO	21	4.5
1988-12-18	0	NULO	21.5	4
1988-12-19	0	NULO	22	5
1988-12-20	0	NULO	24.5	6.5
1988-12-21	0	NULO	24	8
1988-12-22	0	NULO	23.5	7
1988-12-23	0	NULO	24.5	8.5
1988-12-24	0	NULO	23	10
1988-12-25	0	NULO	25	8.5
1988-12-26	0	NULO	24.5	9.5
1988-12-27	1.9	NULO	23	8
1988-12-28	1	NULO	23.5	6.5
1988-12-29	0	NULO	23.5	7
1988-12-30	0	NULO	24	7.5
1988-12-31	0	NULO	23.5	6
1989-01-01	0	NULO	24	6.5
1989-01-02	0	NULO	22.5	8
1989-01-03	0	NULO	25	7
1989-01-04	0	NULO	24	9.5
1989-01-05	0	NULO	23.5	8.5
1989-01-06	0	NULO	25.5	9
1989-01-07	0	NULO	22	9
1989-01-08	1.2	NULO	20.5	5
1989-01-09	0	NULO	19.5	6.5
1989-01-10	0	NULO	22.5	4.5
1989-01-11	0	NULO	23	6
1989-01-12	0	NULO	22.5	5.5
1989-01-13	0	NULO	24.5	7
1989-01-14	0	NULO	23.5	6
1989-01-15	0	NULO	24	5.5
1989-01-16	0	NULO	22.5	7.5
1989-01-17	0	NULO	23	7.5
1989-01-18	5.2	NULO	22.5	7
1989-01-19	24.9	NULO	21	8
1989-01-20	17.3	NULO	20	6.5
1989-01-21	0	NULO	20.5	5.5
1989-01-22	0	NULO	22	2.5
1989-01-23	0	NULO	21.5	3
1989-01-24	0	NULO	23	-1.5
1989-01-25	0	NULO	25	-1
1989-01-26	0	NULO	21	-2
1989-01-27	0	NULO	22	6.5
1989-01-28	0	NULO	21.5	8
1989-01-29	6.8	NULO	19	7
1989-01-30	17.3	NULO	20	5.5
1989-01-31	0	NULO	23	9
1989-02-01	0	NULO	21.5	7
1989-02-02	1.2	NULO	20.5	8
1989-02-03	0	NULO	20	6.5
1989-02-04	4.9	NULO	20.5	6.5
1989-02-05	7.1	NULO	19.5	5
1989-02-06	12.6	NULO	18	6
1989-02-07	14	NULO	16.5	4.5
1989-02-08	19.5	NULO	15	-1.5
1989-02-09	19.8	NULO	11	-2.5
1989-02-10	23.6	NULO	13	-2.5
1989-02-11	0	NULO	23	-3
1989-02-12	0	NULO	24	1.5
1989-02-13	0	NULO	24.5	6.5
1989-02-14	0	NULO	25	9.5
1989-02-15	0	NULO	22	10
1989-02-16	4.8	NULO	21.5	9
1989-02-17	13.3	NULO	20	10.5
1989-02-18	19.1	NULO	23	5.5
1989-02-19	0	NULO	22	8
1989-02-20	0	NULO	25	9
1989-02-21	3.3	NULO	18.5	13.5
1989-02-22	4.5	NULO	24	2
1989-02-23	0	NULO	15	0
1989-02-24	0	NULO	24	-0.5
1989-02-25	0	NULO	25	1
1989-02-26	0	NULO	26.5	2.5
1989-02-27	0	NULO	28	2
1989-02-28	0	NULO	26.5	8.5
1989-03-01	0	NULO	23	11
1989-03-02	0	NULO	26.5	10.5
1989-03-03	0	NULO	27	12
1989-03-04	1.9	NULO	23.5	13.5
1989-03-05	4.3	NULO	7	6
1989-03-06	1.1	NULO	6.5	-3.5
1989-03-07	0	NULO	11	-1
1989-03-08	0	NULO	14	1
1989-03-09	0	NULO	15.5	0.5
1989-03-10	0	NULO	18.5	1
1989-03-11	0	NULO	19.5	0
1989-03-12	0	NULO	22	1
1989-03-13	0	NULO	23	4
1989-03-14	0	NULO	26.5	5.5
1989-03-15	0	NULO	25	7.5
1989-03-16	0	NULO	21.5	5
1989-03-17	0	NULO	23	8
1989-03-18	0	NULO	20.5	6.5
1989-03-19	0.8	NULO	21	7.5
1989-03-20	1.3	NULO	22.5	8.5
1989-03-21	8.1	NULO	20	8.5
1989-03-22	13.4	NULO	23.5	6
1989-03-23	0	NULO	24.5	6.5
1989-03-24	7.4	NULO	23	12
1989-03-25	0	NULO	25.5	11.5
1989-03-26	1.9	NULO	25	11.5
1989-03-27	0	NULO	24	12.5
1989-03-28	0	NULO	24.5	10
1989-03-29	0	NULO	25.5	12
1989-03-30	0	NULO	21.5	10.5
1989-03-31	0	NULO	23	11.5
1989-04-01	0	NULO	24	10
1989-04-02	0	NULO	25	8.5
1989-04-03	0	NULO	25.5	7.5
1989-04-04	2.1	NULO	23	11.5
1989-04-05	4.8	NULO	26	7.5
1989-04-06	0.4	NULO	19.5	8.5
1989-04-07	0	NULO	26	9
1989-04-08	0	NULO	25.5	8.5
1989-04-09	0	NULO	28.5	10
1989-04-10	4.8	NULO	20.5	9.5
1989-04-11	9.1	NULO	23	6
1989-04-12	4.9	NULO	23	7
1989-04-13	3.2	NULO	22.5	10.5
1989-04-14	2	NULO	20.5	12
1989-04-15	3.4	NULO	21.5	9.5
1989-04-16	0	NULO	21	10
1989-04-17	0	NULO	22	10
1989-04-18	0	NULO	22.5	9.5
1989-04-19	0	NULO	24	9
1989-04-20	0	NULO	23	8
1989-04-21	0	NULO	22.5	7.5
1989-04-22	0	NULO	24	6
1989-04-23	0	NULO	23.5	7
1989-04-24	0	NULO	25	8.5
1989-04-25	0	NULO	27	13.5
1989-04-26	0	NULO	26.5	12
1989-04-27	0	NULO	25	13
1989-04-28	0	NULO	26	12.5
1989-04-29	0	NULO	24	14
1989-04-30	35.6	NULO	23	12.5
1989-05-01	0	NULO	29	11
1989-05-02	3.8	NULO	23	11.5
1989-05-03	0	NULO	24.5	9.5
1989-05-04	0	NULO	26.5	10.5
1989-05-05	0	NULO	23	13
1989-05-06	15.4	NULO	25	9.5
1989-05-07	0	NULO	21	11.5
1989-05-08	0	NULO	24.5	11.5
1989-05-09	0	NULO	25.5	9.5
1989-05-10	0	NULO	23	10.5
1989-05-11	0.9	NULO	22.5	10.5
1989-05-12	0	NULO	24	11.5
1989-05-13	0	NULO	27	13
1989-05-14	0	NULO	28.5	14
1989-05-15	0	NULO	27.5	15.5
1989-05-16	0	NULO	29	13
1989-05-17	0	NULO	31	15
1989-05-18	0	NULO	28	19
1989-05-19	0	NULO	26.5	14.5
1989-05-20	0	NULO	27.5	12.5
1989-05-21	0	NULO	29.5	13.5
1989-05-22	0	NULO	27	13
1989-05-23	0	NULO	26.5	12
1989-05-24	0	NULO	25	11
1989-05-25	0	NULO	23.5	13
1989-05-26	1	NULO	24.5	12
1989-05-27	34.2	NULO	26.5	9
1989-05-28	1.9	NULO	22	10.5
1989-05-29	0	NULO	21.5	9.5
1989-05-30	0	NULO	23.5	9.5
1989-05-31	3.8	NULO	23	10.5
1989-06-01	0	NULO	23.5	14
1989-06-02	0	NULO	22.5	11
1989-06-03	0	NULO	25	10.5
1989-06-04	0	NULO	24	12
1989-06-05	0	NULO	25.5	13
1989-06-06	0	NULO	27	11.5
1989-06-07	0	NULO	31	13
1989-06-08	0	NULO	31.5	14.5
1989-06-09	0	NULO	32	13.5
1989-06-10	0.5	NULO	29	16
1989-06-11	0	NULO	24	15.5
1989-06-12	0	NULO	25.5	12
1989-06-13	0	NULO	23.5	13.5
1989-06-14	5.5	NULO	25	12
1989-06-15	24.8	NULO	22	12.5
1989-06-16	0	NULO	22.5	11
1989-06-17	0	NULO	23	10
1989-06-18	14	NULO	20.5	13.5
1989-06-19	7.1	NULO	22.5	14.5
1989-06-20	3.8	NULO	22	11.5
1989-06-21	9.2	NULO	17.5	11.5
1989-06-22	4.6	NULO	20	12.5
1989-06-23	0	NULO	23.5	13
1989-06-24	12.7	NULO	23.5	13.5
1989-06-25	11.9	NULO	24	14.5
1989-06-26	39.6	NULO	24.5	14.5
1989-06-27	16.3	NULO	25	14
1989-06-28	32.7	NULO	24	15.5
1989-06-29	33.2	NULO	24.5	13
1989-06-30	22.6	NULO	23.5	12
1989-07-01	24.9	NULO	23.5	11.7
1989-07-02	38.2	NULO	23	11.5
1989-07-03	0.01	NULO	24.5	13
1989-07-04	12.2	NULO	23.5	13.5
1989-07-05	18.8	NULO	22.5	14.5
1989-07-06	21.2	NULO	20	14
1989-07-07	0	NULO	22	13
1989-07-08	9.1	NULO	20.5	13
1989-07-09	7.4	NULO	21	12
1989-07-10	8.3	NULO	22	12.5
1989-07-11	13.1	NULO	20	13
1989-07-12	28.7	NULO	18.5	14
1989-07-13	0.6	NULO	21.5	12
1989-07-14	0.01	NULO	24	13
1989-07-15	0.01	NULO	23.5	13
1989-07-16	0	NULO	25	13.5
1989-07-17	0	NULO	25.5	12
1989-07-18	0	NULO	24.5	12
1989-07-19	0	NULO	22.5	13
1989-07-20	0	NULO	22.5	13
1989-07-21	0.8	NULO	24	11.5
1989-07-22	0.5	NULO	23.5	13.5
1989-07-23	7.4	NULO	22.5	13
1989-07-24	16.9	NULO	22	14.5
1989-07-25	9.6	NULO	17.5	14.5
1989-07-26	57.4	NULO	19.5	14
1989-07-27	23.4	NULO	19.5	13
1989-07-28	33.7	NULO	18.5	12.5
1989-07-29	21.5	NULO	20.5	12.5
1989-07-30	2.2	NULO	21.5	12
1989-07-31	26.8	NULO	23.5	14
1989-08-01	0	NULO	24	14
1989-08-02	4.4	NULO	23	14.5
1989-08-03	20.6	NULO	22.5	12
1989-08-04	0.8	NULO	22	14.5
1989-08-05	10.6	NULO	22	14
1989-08-06	5.6	NULO	23.5	13
1989-08-07	12	NULO	23	14.5
1989-08-08	17.1	NULO	18.5	15
1989-08-09	26.7	NULO	21.5	12.5
1989-08-10	4.8	NULO	20	11.5
1989-08-11	0	NULO	20.5	12.5
1989-08-12	0	NULO	21.5	14.5
1989-08-13	0	NULO	22	12.5
1989-08-14	0	NULO	22.5	12.5
1989-08-15	9.7	NULO	20	14
1989-08-16	0	NULO	22	13
1989-08-17	3	NULO	22.5	13
1989-08-18	28.7	NULO	21	14.5
1989-08-19	0	NULO	21.5	12.5
1989-08-20	0	NULO	22.5	13.5
1989-08-21	2.7	NULO	23.5	13
1989-08-22	18.2	NULO	26.5	14
1989-08-23	20.6	NULO	22	16.5
1989-08-24	0.4	NULO	20.5	14.5
1989-08-25	4.1	NULO	19.5	15
1989-08-26	10	NULO	21.5	15.5
1989-08-27	20.3	NULO	20	13.5
1989-08-28	22.6	NULO	19.5	13.5
1989-08-29	7.9	NULO	21	14
1989-08-30	8.9	NULO	22	15.5
1989-08-31	11.3	NULO	23	13.5
1989-09-01	14.7	NULO	24	14.5
1989-09-02	15.4	NULO	20.5	15
1989-09-03	11.9	NULO	21	13
1989-09-04	22.3	NULO	22.5	14
1989-09-05	4.1	NULO	21.5	13.5
1989-09-06	9.2	NULO	21.5	15
1989-09-07	26.4	NULO	19.5	13.5
1989-09-08	0.7	NULO	21	13.5
1989-09-09	0	NULO	22.5	14.5
1989-09-10	18.5	NULO	22	14.5
1989-09-11	0.4	NULO	22.5	14
1989-09-12	10.3	NULO	23	14
1989-09-13	0	NULO	22	12.5
1989-09-14	17	NULO	22.5	13.5
1989-09-15	20.6	NULO	15.5	14.5
1989-09-16	28.7	NULO	15.5	13.5
1989-09-17	30.1	NULO	16.5	14
1989-09-18	43.6	NULO	18.5	15
1989-09-19	33	NULO	18	15.5
1989-09-20	9.7	NULO	20.5	11.5
1989-09-21	17.2	NULO	21	12
1989-09-22	76	NULO	20.5	13
1989-09-23	3.8	NULO	19	12
1989-09-24	0	NULO	20.5	7.5
1989-09-25	0	NULO	18	8.5
1989-09-26	0	NULO	17.5	7
1989-09-27	0	NULO	16.5	10
1989-09-28	0	NULO	15	10
1989-09-29	0	NULO	17.5	9.5
1989-09-30	0	NULO	20	9
1989-10-01	0	NULO	21.5	8
1989-10-02	0	NULO	22	9
1989-10-03	0	NULO	21.5	10
1989-10-04	0	NULO	21	13
1989-10-05	0	NULO	22.5	14
1989-10-06	1.8	NULO	23	13
1989-10-07	12.4	NULO	22	15.5
1989-10-08	13.2	NULO	22.5	10.5
1989-10-09	2.8	NULO	18.5	11.5
1989-10-10	0	NULO	18	12.5
1989-10-11	0	NULO	20	7.5
1989-10-12	0	NULO	20.5	7
1989-10-13	0	NULO	22	6
1989-10-14	0	NULO	21	7.5
1989-10-15	0	NULO	23	8.5
1989-10-16	0	NULO	24	12
1989-10-17	20	NULO	21.5	11.5
1989-10-18	32.2	NULO	15	13.5
1989-10-19	5.6	NULO	7.5	6.5
1989-10-20	0	NULO	14	4
1989-10-21	0	NULO	17.5	5
1989-10-22	0	NULO	19.5	5.5
1989-10-23	0	NULO	19	6
1989-10-24	3.4	NULO	21	7.5
1989-10-25	11.9	NULO	19.5	5
1989-10-26	0	NULO	20.5	6.5
1989-10-27	0	NULO	20.5	5.5
1989-10-28	0	NULO	20	6.5
1989-10-29	0	NULO	21	8.5
1989-10-30	0	NULO	21.5	9
1989-10-31	0	NULO	20.5	7.5
1989-11-01	7.3	NULO	17	8
1989-11-02	5.9	NULO	21.5	5.5
1989-11-03	0	NULO	20.5	7.5
1989-11-04	0	NULO	22	6
1989-11-05	0	NULO	21.5	8
1989-11-06	4.2	NULO	23	8.5
1989-11-07	0	NULO	24.5	7.5
1989-11-08	0	NULO	28	12
1989-11-09	5.1	NULO	20.5	12.5
1989-11-10	6.5	NULO	17.5	14
1989-11-11	17.7	NULO	19.5	14
1989-11-12	2.7	NULO	20.5	10.5
1989-11-13	0	NULO	22	12
1989-11-14	0	NULO	24.5	10.5
1989-11-15	29.9	NULO	20	11
1989-11-16	0.7	NULO	17	7
1989-11-17	0	NULO	18.5	4.5
1989-11-18	1.2	NULO	16	9.5
1989-11-19	5.2	NULO	19.5	11.5
1989-11-20	0	NULO	23.5	12.5
1989-11-21	0	NULO	25	7.5
1989-11-22	18.9	NULO	24	9
1989-11-23	9.1	NULO	11.5	11
1989-11-24	0	NULO	18.5	7.5
1989-11-25	3	NULO	24	10
1989-11-26	0	NULO	24	12.5
1989-11-27	0	NULO	23.5	11.5
1989-11-28	4.3	NULO	19.5	10.5
1989-11-29	6.5	NULO	11.5	10.5
1989-11-30	4.9	NULO	11.5	8.5
1989-12-01	2.3	NULO	14	8.5
1989-12-02	8.6	NULO	13.5	10
1989-12-03	7.9	NULO	12	6.5
1989-12-04	9.5	NULO	13	5
1989-12-05	0	NULO	19.5	7
1989-12-06	0.2	NULO	22.5	11.5
1989-12-07	36	NULO	21.5	12.5
1989-12-08	20.1	NULO	8	7.5
1989-12-09	0	NULO	17	4
1989-12-10	0	NULO	19.5	2.5
1989-12-11	0	NULO	21.5	3.5
1989-12-12	2.6	NULO	10.5	8.5
1989-12-13	0	NULO	11	1
1989-12-14	0	NULO	22.5	2
1989-12-15	0	NULO	22.5	10.5
1989-12-16	0	NULO	17.5	7.5
1989-12-17	0	NULO	22	8
1989-12-18	0	NULO	23.5	12.5
1989-12-19	0	NULO	22	13
1989-12-20	0	NULO	23.5	11
1989-12-21	0	NULO	22	10.5
1989-12-22	0	NULO	21.5	3.5
1989-12-23	5.3	NULO	5.4	-4.5
1989-12-24	0	NULO	11.5	-3.5
1989-12-25	0	NULO	10	-1
1989-12-26	0	NULO	14.5	-1.5
1989-12-27	0	NULO	20	-0.5
1989-12-28	0	NULO	21.5	4
1989-12-29	0	NULO	23.5	5.5
1989-12-30	0	NULO	22	7.5
1989-12-31	4.3	NULO	24.5	8
1990-01-01	0	NULO	10.5	7.5
1990-01-02	0	NULO	15.5	7
1990-01-03	0	NULO	22	7.5
1990-01-04	0	NULO	23	7
1990-01-05	0	NULO	18.5	6
1990-01-06	1.1	NULO	15	8
1990-01-07	0.9	NULO	22.5	2
1990-01-08	0	NULO	13.5	4
1990-01-09	0	NULO	22	5
1990-01-10	6.1	NULO	21.5	7
1990-01-11	0	NULO	15.5	8
1990-01-12	16.3	NULO	19.5	9.5
1990-01-13	8.7	NULO	17	7
1990-01-14	0	NULO	18	5.5
1990-01-15	0	NULO	16.5	6.5
1990-01-16	0	NULO	19.5	7.5
1990-01-17	0	NULO	21	9
1990-01-18	0	NULO	20.5	9
1990-01-19	0	NULO	22.5	10
1990-01-20	4.8	NULO	21	9.5
1990-01-21	5.2	NULO	23	8.5
1990-01-22	0	NULO	15.5	10
1990-01-23	0	NULO	18.5	9
1990-01-24	3.9	NULO	21	8
1990-01-25	40.8	NULO	23.5	7
1990-01-26	0	NULO	10	4
1990-01-27	0	NULO	20.5	5.5
1990-01-28	0	NULO	21.5	8.5
1990-01-29	0	NULO	16	9
1990-01-30	0	NULO	23.5	8
1990-01-31	0	NULO	21.5	9.5
1990-02-01	0	NULO	23.5	11
1990-02-02	0	NULO	21.5	9
1990-02-03	1.9	NULO	24	7.5
1990-02-04	10.1	NULO	26	6
1990-02-05	2.1	NULO	18.5	4
1990-02-06	0.4	NULO	19.5	9
1990-02-07	0	NULO	23	11.5
1990-02-08	0	NULO	22.5	11
1990-02-09	0	NULO	24.5	9.5
1990-02-10	0	NULO	16.5	10.5
1990-02-11	0	NULO	18.5	6
1990-02-12	0	NULO	23	6
1990-02-13	0	NULO	24	8
1990-02-14	0	NULO	26	7.5
1990-02-15	0	NULO	24.5	11
1990-02-16	1.9	NULO	27	9
1990-02-17	4.2	NULO	20.5	7.5
1990-02-18	5.8	NULO	21	6
1990-02-19	7.3	NULO	21.5	8.5
1990-02-20	0	NULO	22	9
1990-02-21	0	NULO	20.5	8
1990-02-22	0	NULO	23	9.5
1990-02-23	1.8	NULO	21	8
1990-02-24	0	NULO	22	5.5
1990-02-25	0	NULO	18	3
1990-02-26	2.2	NULO	14.5	5
1990-02-27	0	NULO	15.5	5.5
1990-02-28	1.3	NULO	17.5	8
1990-03-01	0	NULO	16.5	9.5
1990-03-02	3.9	NULO	18.5	6.5
1990-03-03	2.4	NULO	17	5
1990-03-04	0	NULO	18.5	6
1990-03-05	0	NULO	23	8.5
1990-03-06	0	NULO	24.5	10.5
1990-03-07	0	NULO	24	12.5
1990-03-08	2.2	NULO	15.5	13
1990-03-09	0	NULO	20.5	11.5
1990-03-10	0	NULO	21	9.5
1990-03-11	0.9	NULO	20	9
1990-03-12	0	NULO	21.5	10
1990-03-13	0	NULO	26	10.5
1990-03-14	0	NULO	28	12.5
1990-03-15	1.2	NULO	23	11
1990-03-16	2.8	NULO	21.5	9
1990-03-17	0	NULO	14.5	6.5
1990-03-18	0	NULO	17	5.5
1990-03-19	7.3	NULO	18.5	6
1990-03-20	18.6	NULO	21	3
1990-03-21	0	NULO	20.5	4
1990-03-22	0	NULO	20	5.5
1990-03-23	1.2	NULO	21.5	1
1990-03-24	0	NULO	23	7
1990-03-25	3.9	NULO	19	6
1990-03-26	5.2	NULO	22	5
1990-03-27	0	NULO	24	8
1990-03-28	0	NULO	25	7
1990-03-29	0	NULO	23.5	9
1990-03-30	0	NULO	24.5	7.5
1990-03-31	0	NULO	26	8.5
1990-04-01	0	NULO	25	9
1990-04-02	0	NULO	21.5	13.5
1990-04-03	7.5	NULO	20.5	13.5
1990-04-04	1.1	NULO	17.5	12.5
1990-04-05	0.01	NULO	24	11.5
1990-04-06	0.8	NULO	26.5	11.5
1990-04-07	0	NULO	25.5	10.5
1990-04-08	0	NULO	23	7.5
1990-04-09	0.01	NULO	24.5	9
1990-04-10	10.2	NULO	23	8
1990-04-11	13.7	NULO	20.5	6.5
1990-04-12	5.9	NULO	22	7
1990-04-13	2.4	NULO	24	7.5
1990-04-14	0	NULO	25.5	8.5
1990-04-15	0	NULO	22.5	10.5
1990-04-16	0	NULO	25	10.5
1990-04-17	0	NULO	24	13
1990-04-18	0	NULO	22	11.5
1990-04-19	0	NULO	20.5	11
1990-04-20	0	NULO	21.5	12.5
1990-04-21	0.01	NULO	22	9.5
1990-04-22	0	NULO	20.5	11
1990-04-23	0.01	NULO	24	10.5
1990-04-24	9.7	NULO	23.5	12.5
1990-04-25	10.3	NULO	25	11
1990-04-26	2.8	NULO	25	13.5
1990-04-27	0	NULO	27	14.5
1990-04-28	0	NULO	26.5	15
1990-04-29	0	NULO	28	12.5
1990-04-30	0	NULO	27	16.5
1990-05-01	0	NULO	29	14
1990-05-02	0	NULO	27.5	12.5
