MWShapeID,D_R,CLAVE_WRB,N_G1,N_CP_G1,GH_SUELO,CVE_D,CVE_G,CLASS_CN,CVE_V,TIP_VEG,COND_HIDRO,VALOR_CN,ID_Calculo,areaPoligo,CalcArea,Porcentaje,ValorN,N_condN,N_CorrA,N_CorrB,N_corrS0,N_corrS
251,0.0,RGdylen+CMdylen+LPli/2,REGOSOL,EndolÃ©ptico,A,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,39.0,1.0,1494.553893000000,1.126569025300,0.075378280400,0.029397529300,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
252,0.0,UMlep+RGdylep+LVcrdy/3,UMBRISOL,EpilÃ©ptico,D,PSSC,IEFF,BOSQUE Y SELVA,VSh/SAP,SELVA ALTA PERENNIFOLIA,MALA,83.0,1.0,1494.553893000000,8.295643487000,0.555058169800,0.460698281000,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
253,0.0,UMlep+RGdylep+LVcrdy/3,UMBRISOL,EpilÃ©ptico,D,PSSC,IEFF,BOSQUE Y SELVA,VSa/SAP,SELVA ALTA PERENNIFOLIA,MALA,83.0,1.0,1494.553893000000,2.818966876200,0.188615940100,0.156551230300,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
254,0.0,UMlep+RGdylep+LVcrdy/3,UMBRISOL,EpilÃ©ptico,D,PSSC,IEFF,BOSQUE Y SELVA,VSa/SAP,SELVA ALTA PERENNIFOLIA,MALA,83.0,1.0,1494.553893000000,1.334672071700,0.089302371600,0.074120968400,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
255,0.0,UMlep+RGdylep+LVcrdy/3,UMBRISOL,EpilÃ©ptico,D,PSSC,IEFF,BOSQUE Y SELVA,VSa/SAP,SELVA ALTA PERENNIFOLIA,MALA,83.0,1.0,1494.553893000000,6.400112766800,0.428228971600,0.355430046400,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
256,0.0,UMlep+RGdylep+LVcrdy/3,UMBRISOL,EpilÃ©ptico,D,MSSC,IEFF,BOSQUE Y SELVA,VSa/BM,BOSQUE MESÃFILO DE MONTAÃA,MALA,83.0,1.0,1494.553893000000,0.901965354000,0.060350139100,0.050090615400,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
257,0.0,UMlep+RGdylep+LVcrdy/3,UMBRISOL,EpilÃ©ptico,D,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,70.0,1.0,1494.553893000000,11.789558245000,0.788834601400,0.552184221000,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
258,0.0,UMlep+RGdylep+LVcrdy/3,UMBRISOL,EpilÃ©ptico,D,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,70.0,1.0,1494.553893000000,0.564546172600,0.037773557300,0.026441490100,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
259,0.0,UMlep+RGdylep+LVcrdy/3,UMBRISOL,EpilÃ©ptico,D,IAPF,TP,TIERRA CULTIVADA,IAPF,NO APLICABLE,BUENA,89.0,1.0,1494.553893000000,5.499806904500,0.367989868400,0.327510982800,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
260,0.0,UMlep+RGdylep+LVcrdy/3,UMBRISOL,EpilÃ©ptico,D,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,80.0,1.0,1494.553893000000,3.702977464600,0.247764733100,0.198211786400,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
261,0.0,UMlep+RGdylep+LVcrdy/3,UMBRISOL,EpilÃ©ptico,D,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,80.0,1.0,1494.553893000000,0.011126034900,0.000744438500,0.000595550800,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
262,0.0,UMlep+RGdylep+LVcrdy/3,UMBRISOL,EpilÃ©ptico,D,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,91.0,1.0,1494.553893000000,2.426585439900,0.162361856000,0.147749288900,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
263,0.0,UMlep+RGdylep+LVcrdy/3,UMBRISOL,EpilÃ©ptico,D,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,91.0,1.0,1494.553893000000,0.003608537500,0.000241445800,0.000219715600,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
264,0.0,UMlep+RGdylep+LVcrdy/3,UMBRISOL,EpilÃ©ptico,D,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,80.0,1.0,1494.553893000000,3.357105047300,0.224622548700,0.179698039000,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
265,0.0,LVcrdy+CMcrdy/3,LUVISOL,DÃ­strico,D,MSSC,IEFF,BOSQUE Y SELVA,VSa/BM,BOSQUE MESÃFILO DE MONTAÃA,MALA,83.0,1.0,1494.553893000000,1.082261520200,0.072413683100,0.060103356900,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
266,0.0,LVcrdy+CMcrdy/3,LUVISOL,DÃ­strico,D,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,70.0,1.0,1494.553893000000,11.002330406000,0.736161503200,0.515313052200,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
267,0.0,LVcrdy+CMcrdy/3,LUVISOL,DÃ­strico,D,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,91.0,1.0,1494.553893000000,1.480965249700,0.099090789300,0.090172618200,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
268,0.0,LVcrdy+CMcrdy/3,LUVISOL,DÃ­strico,D,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,91.0,1.0,1494.553893000000,1.860893995600,0.124511668900,0.113305618700,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
269,0.0,LVcrdy+CMcrdy/3,LUVISOL,DÃ­strico,D,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,80.0,1.0,1494.553893000000,3.477746413500,0.232694614000,0.186155691200,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
270,0.0,LVcrdy+CMcrdy/3,LUVISOL,DÃ­strico,D,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,80.0,1.0,1494.553893000000,3.540338593500,0.236882631600,0.189506105300,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
271,0.0,LVcrdy+CMcrdy/3,LUVISOL,DÃ­strico,D,BPCC,IEFF,BOSQUE Y SELVA,BPQ,BOSQUE DE PINO-ENCINO,BUENA,70.0,1.0,1494.553893000000,1.472512520000,0.098525220500,0.068967654400,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
272,0.0,LVcrdy+CMcrdy/3,LUVISOL,DÃ­strico,D,AH,AH,ESTACIONAMIENTOS CALLES Y CARRETERAS,AH,NO APLICABLE,MALA,98.0,1.0,1494.553893000000,0.422611847900,0.028276788800,0.027711253000,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
273,0.0,UMdyhhu+CMhu+AChu/2,UMBRISOL,HÃºmico,B,PSCA,IEFF,BOSQUE Y SELVA,VSA/SAP,SELVA ALTA PERENNIFOLIA,REGULAR,60.0,1.0,1494.553893000000,1.725008808100,0.115419645600,0.069251787400,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
274,0.0,UMdyhhu+CMhu+AChu/2,UMBRISOL,HÃºmico,B,MSSC,IEFF,BOSQUE Y SELVA,VSa/BM,BOSQUE MESÃFILO DE MONTAÃA,MALA,66.0,1.0,1494.553893000000,6.147802960400,0.411347023900,0.271489035800,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
275,0.0,UMdyhhu+CMhu+AChu/2,UMBRISOL,HÃºmico,B,MSSC,IEFF,BOSQUE Y SELVA,VSa/BM,BOSQUE MESÃFILO DE MONTAÃA,MALA,66.0,1.0,1494.553893000000,1.150537109600,0.076981975300,0.050808103700,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
276,0.0,UMdyhhu+CMhu+AChu/2,UMBRISOL,HÃºmico,B,MSCC,IEFF,BOSQUE Y SELVA,VSA/BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,55.0,1.0,1494.553893000000,0.181243649100,0.012126939600,0.006669816800,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
277,0.0,UMdyhhu+CMhu+AChu/2,UMBRISOL,HÃºmico,B,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,55.0,1.0,1494.553893000000,0.117316303200,0.007849586600,0.004317272600,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
278,0.0,UMdyhhu+CMhu+AChu/2,UMBRISOL,HÃºmico,B,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,55.0,1.0,1494.553893000000,2.234325344700,0.149497810300,0.082223795600,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
279,0.0,UMdyhhu+CMhu+AChu/2,UMBRISOL,HÃºmico,B,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,55.0,1.0,1494.553893000000,0.467229030700,0.031262106500,0.017194158600,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
280,0.0,UMdyhhu+CMhu+AChu/2,UMBRISOL,HÃºmico,B,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,55.0,1.0,1494.553893000000,2.936689305900,0.196492700500,0.108070985300,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
281,0.0,UMdyhhu+CMhu+AChu/2,UMBRISOL,HÃºmico,B,IAPF,TAP,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,81.0,1.0,1494.553893000000,9.604259003400,0.642617107800,0.520519857300,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
282,0.0,UMdyhhu+CMhu+AChu/2,UMBRISOL,HÃºmico,B,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,61.0,1.0,1494.553893000000,7.764526803200,0.519521366100,0.316908033300,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
283,0.0,UMdyhhu+CMhu+AChu/2,UMBRISOL,HÃºmico,B,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,81.0,1.0,1494.553893000000,2.175777820800,0.145580419000,0.117920139400,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
284,0.0,UMdyhhu+CMhu+AChu/2,UMBRISOL,HÃºmico,B,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,81.0,1.0,1494.553893000000,1.249368859600,0.083594768000,0.067711762000,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
285,0.0,RGdylep+LPdyli/2,REGOSOL,EpilÃ©ptico,A,VICN,IEFF,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,PI,PASTIZAL INDUCIDO,MALA,68.0,1.0,1494.553893000000,0.623524203800,0.041719753700,0.028369432500,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
286,0.0,RGdylep+LPdyli/2,REGOSOL,EpilÃ©ptico,A,MSSC,IEFF,BOSQUE Y SELVA,VSa/BM,BOSQUE MESÃFILO DE MONTAÃA,MALA,45.0,1.0,1494.553893000000,1.301100440400,0.087056107200,0.039175248200,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
287,0.0,RGdylep+LPdyli/2,REGOSOL,EpilÃ©ptico,A,MSSC,IEFF,BOSQUE Y SELVA,VSa/BM,BOSQUE MESÃFILO DE MONTAÃA,MALA,45.0,1.0,1494.553893000000,0.197603957000,0.013221601300,0.005949720500,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
288,0.0,RGdylep+LPdyli/2,REGOSOL,EpilÃ©ptico,A,MSSC,IEFF,BOSQUE Y SELVA,VSa/BM,BOSQUE MESÃFILO DE MONTAÃA,MALA,45.0,1.0,1494.553893000000,3.375876869600,0.225878563800,0.101645353700,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
289,0.0,RGdylep+LPdyli/2,REGOSOL,EpilÃ©ptico,A,MSCC,IEFF,BOSQUE Y SELVA,VSA/BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,30.0,1.0,1494.553893000000,2.973273787500,0.198940553500,0.059682166000,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
290,0.0,RGdylep+LPdyli/2,REGOSOL,EpilÃ©ptico,A,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,30.0,1.0,1494.553893000000,6.072278863200,0.406293736900,0.121888121000,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
291,0.0,RGdylep+LPdyli/2,REGOSOL,EpilÃ©ptico,A,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,30.0,1.0,1494.553893000000,0.108189874000,0.007238940900,0.002171682200,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
292,0.0,RGdylep+LPdyli/2,REGOSOL,EpilÃ©ptico,A,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,30.0,1.0,1494.553893000000,20.375104636000,1.363290058000,0.408987017400,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
293,0.0,RGdylep+LPdyli/2,REGOSOL,EpilÃ©ptico,A,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,30.0,1.0,1494.553893000000,0.082635085900,0.005529080300,0.001658724100,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
294,0.0,RGdylep+LPdyli/2,REGOSOL,EpilÃ©ptico,A,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,30.0,1.0,1494.553893000000,11.350927471000,0.759485992700,0.227845797800,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
295,0.0,RGdylep+LPdyli/2,REGOSOL,EpilÃ©ptico,A,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,71.0,1.0,1494.553893000000,0.006998587600,0.000468272600,0.000332473600,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
296,0.0,RGdylep+LPdyli/2,REGOSOL,EpilÃ©ptico,A,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,71.0,1.0,1494.553893000000,1.087819835900,0.072785587700,0.051677767300,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
297,0.0,RGdylep+LPdyli/2,REGOSOL,EpilÃ©ptico,A,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,71.0,1.0,1494.553893000000,0.593517223100,0.039711998700,0.028195519100,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
298,0.0,RGdylep+LPdyli/2,REGOSOL,EpilÃ©ptico,A,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,39.0,1.0,1494.553893000000,9.552764329100,0.639171619900,0.249276931700,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
299,0.0,RGdylep+LPdyli/2,REGOSOL,EpilÃ©ptico,A,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,71.0,1.0,1494.553893000000,2.224385187700,0.148832718400,0.105671230000,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
300,0.0,RGdylep+LPdyli/2,REGOSOL,EpilÃ©ptico,A,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,71.0,1.0,1494.553893000000,0.984528865200,0.065874430400,0.046770845600,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
301,0.0,RGdylep+LPdyli/2,REGOSOL,EpilÃ©ptico,A,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,71.0,1.0,1494.553893000000,9.753502822200,0.652602951700,0.463348095700,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
302,0.0,RGdylep+LPdyli/2,REGOSOL,EpilÃ©ptico,A,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,39.0,1.0,1494.553893000000,2.234163498200,0.149486981200,0.058299922600,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
303,0.0,RGdylep+LPdyli/2,REGOSOL,EpilÃ©ptico,A,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,71.0,1.0,1494.553893000000,3.790119286100,0.253595357300,0.180052703700,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
304,0.0,RGdylep+LPdyli/2,REGOSOL,EpilÃ©ptico,A,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,71.0,1.0,1494.553893000000,0.412880339100,0.027625657400,0.019614216700,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
305,0.0,RGdylep+LPdyli/2,REGOSOL,EpilÃ©ptico,A,BSSC,IEFF,BOSQUE Y SELVA,VSa/BPQ,BOSQUE DE PINO-ENCINO,MALA,45.0,1.0,1494.553893000000,0.773053315400,0.051724686400,0.023276108900,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
306,0.0,RGdylep+LPdyli/2,REGOSOL,EpilÃ©ptico,A,BPCC,IEFF,BOSQUE Y SELVA,BP,BOSQUE DE PINO,BUENA,30.0,1.0,1494.553893000000,22.623455249000,1.513726293400,0.454117888000,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
307,0.0,LVcrlep+CMlep+LPdyli/3,LUVISOL,EpilÃ©ptico,D,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,70.0,1.0,1494.553893000000,0.109080259000,0.007298516200,0.005108961300,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
308,0.0,LVcrlep+CMlep+LPdyli/3,LUVISOL,EpilÃ©ptico,D,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,91.0,1.0,1494.553893000000,0.059369909900,0.003972416700,0.003614899200,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
309,0.0,LVcrlep+CMlep+LPdyli/3,LUVISOL,EpilÃ©ptico,D,BPCC,IEFF,BOSQUE Y SELVA,BPQ,BOSQUE DE PINO-ENCINO,BUENA,70.0,1.0,1494.553893000000,3.093735665000,0.207000609300,0.144900426500,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
310,0.0,LVcrlep+CMlep+LPdyli/3,LUVISOL,EpilÃ©ptico,D,AH,AH,ESTACIONAMIENTOS CALLES Y CARRETERAS,AH,NO APLICABLE,MALA,98.0,1.0,1494.553893000000,2.772482749000,0.185505705800,0.181795591700,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
311,0.0,LPdyli+RGdylep/2,LEPTOSOL,LÃ­tico,A,MSSC,IEFF,BOSQUE Y SELVA,VSa/BM,BOSQUE MESÃFILO DE MONTAÃA,MALA,45.0,1.0,1494.553893000000,1.338665185000,0.089569549200,0.040306297100,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
312,0.0,LPdyli+RGdylep/2,LEPTOSOL,LÃ­tico,A,MSCC,IEFF,BOSQUE Y SELVA,VSA/BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,30.0,1.0,1494.553893000000,2.426873970700,0.162381161400,0.048714348400,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
313,0.0,LPdyli+RGdylep/2,LEPTOSOL,LÃ­tico,A,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,30.0,1.0,1494.553893000000,6.672020385700,0.446422201000,0.133926660300,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
314,0.0,LPdyli+RGdylep/2,LEPTOSOL,LÃ­tico,A,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,39.0,1.0,1494.553893000000,0.713021856600,0.047708005700,0.018606122200,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
315,0.0,LPdyli+RGdylep/2,LEPTOSOL,LÃ­tico,A,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,71.0,1.0,1494.553893000000,0.281890141800,0.018861156000,0.013391420700,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
316,0.0,LPdyli+RGdylep/2,LEPTOSOL,LÃ­tico,A,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,71.0,1.0,1494.553893000000,0.975813691800,0.065291301700,0.046356824200,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
317,0.0,LPdyli+RGdylep/2,LEPTOSOL,LÃ­tico,A,BPCC,IEFF,BOSQUE Y SELVA,BPQ,BOSQUE DE PINO-ENCINO,BUENA,30.0,1.0,1494.553893000000,1.038118627900,0.069460099900,0.020838029900,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
318,0.0,LPdyli+RGdylep/2,LEPTOSOL,LÃ­tico,A,BPCC,IEFF,BOSQUE Y SELVA,BP,BOSQUE DE PINO,BUENA,30.0,1.0,1494.553893000000,2.978043315900,0.199259680700,0.059777904200,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
319,0.0,ACrolep+CMdylep+RGdy/2,ACRISOL,EpilÃ©ptico,C,VICN,IEFF,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,PI,PASTIZAL INDUCIDO,MALA,86.0,1.0,1494.553893000000,0.015084445500,0.001009294100,0.000867993000,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
320,0.0,ACrolep+CMdylep+RGdy/2,ACRISOL,EpilÃ©ptico,C,QPCA,IEFF,BOSQUE Y SELVA,BQ,BOSQUE DE ENCINO,REGULAR,73.0,1.0,1494.553893000000,2.697715382300,0.180503051400,0.131767227500,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
321,0.0,ACrolep+CMdylep+RGdy/2,ACRISOL,EpilÃ©ptico,C,MSCA,IEFF,BOSQUE Y SELVA,VSa/BM,BOSQUE MESÃFILO DE MONTAÃA,REGULAR,73.0,1.0,1494.553893000000,4.888945625000,0.327117385800,0.238795691600,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
322,0.0,ACrolep+CMdylep+RGdy/2,ACRISOL,EpilÃ©ptico,C,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,70.0,1.0,1494.553893000000,20.251828500000,1.355041701300,0.948529190900,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
323,0.0,ACrolep+CMdylep+RGdy/2,ACRISOL,EpilÃ©ptico,C,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,70.0,1.0,1494.553893000000,2.684261135400,0.179602833100,0.125721983200,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
324,0.0,ACrolep+CMdylep+RGdy/2,ACRISOL,EpilÃ©ptico,C,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,88.0,1.0,1494.553893000000,6.190542438400,0.414206705200,0.364501900600,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
325,0.0,ACrolep+CMdylep+RGdy/2,ACRISOL,EpilÃ©ptico,C,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,88.0,1.0,1494.553893000000,10.272027634000,0.687297238400,0.604821569800,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
326,0.0,ACrolep+CMdylep+RGdy/2,ACRISOL,EpilÃ©ptico,C,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,74.0,1.0,1494.553893000000,4.780890521400,0.319887462300,0.236716722100,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
327,0.0,ACrolep+CMdylep+RGdy/2,ACRISOL,EpilÃ©ptico,C,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,88.0,1.0,1494.553893000000,0.660587687000,0.044199656500,0.038895697700,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
328,0.0,ACrolep+CMdylep+RGdy/2,ACRISOL,EpilÃ©ptico,C,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,88.0,1.0,1494.553893000000,0.002517296300,0.000168431200,0.000148219500,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
329,0.0,ACrolep+CMdylep+RGdy/2,ACRISOL,EpilÃ©ptico,C,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,88.0,1.0,1494.553893000000,13.973039361000,0.934930444800,0.822738791400,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
330,0.0,ACrolep+CMdylep+RGdy/2,ACRISOL,EpilÃ©ptico,C,BSSC,IEFF,BOSQUE Y SELVA,VSa/BPQ,BOSQUE DE PINO-ENCINO,MALA,77.0,1.0,1494.553893000000,2.307204236000,0.154374107600,0.118868062900,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
331,0.0,ACrolep+CMdylep+RGdy/2,ACRISOL,EpilÃ©ptico,C,BPCC,IEFF,BOSQUE Y SELVA,BPQ,BOSQUE DE PINO-ENCINO,BUENA,70.0,1.0,1494.553893000000,0.694289244800,0.046454614100,0.032518229900,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
332,0.0,ACrolep+CMdylep+RGdy/2,ACRISOL,EpilÃ©ptico,C,BPCC,IEFF,BOSQUE Y SELVA,BP,BOSQUE DE PINO,BUENA,70.0,1.0,1494.553893000000,3.057079644700,0.204547969700,0.143183578800,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
333,0.0,ACrolep+CMdylep+RGdy/2,ACRISOL,EpilÃ©ptico,C,BPCA,IEFF,BOSQUE Y SELVA,BPQ,BOSQUE DE PINO-ENCINO,REGULAR,73.0,1.0,1494.553893000000,3.784003494300,0.253186152100,0.184825891100,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
334,0.0,ACrolep+CMdylep+RGdy/2,ACRISOL,EpilÃ©ptico,C,AH,AH,ESTACIONAMIENTOS CALLES Y CARRETERAS,AH,NO APLICABLE,MALA,98.0,1.0,1494.553893000000,0.165183274400,0.011052346400,0.010831299500,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
